year,alcoholic-beverages_beverages_alcoholic,alcoholic-beverages_beverages_fermented,alcoholic-beverages_grapes,animal-products_animal_products,fruits_apples,fruits_bananas_and_plantains,fruits_citrus_other,fruits_dates,fruits_fruits_other,fruits_grapefruit,fruits_lemons_and_limes,fruits_oranges_and_mandarines,fruits_pineapples,grains_barley,grains_cereals_other,grains_maize,grains_millets,grains_oats,grains_rice,grains_rye,grains_sorghum,grains_wheat,miscellaneous_miscellaneous,oils_coconuts,oils_cottonseed_oil,oils_groundnut,oils_oilcrops_other,oils_olives,oils_palm_oil,oils_rape_and_mustard,oils_sesame,oils_soybean,oils_sunflower,oils_treenuts,pulses_beans,pulses_peas,pulses_pulses_other,spices-and-stimulants_cloves,spices-and-stimulants_cocoa_beans,spices-and-stimulants_coffee,spices-and-stimulants_pepper,spices-and-stimulants_pimento,spices-and-stimulants_spices_other,spices-and-stimulants_tea,starchy-roots_cassava,starchy-roots_potatoes,starchy-roots_roots_other,starchy-roots_sweet_potatoes,starchy-roots_yams,sweeteners_sugar,sweeteners_sweeteners_other,vegetables_onions,vegetables_tomatoes,vegetables_vegetables_other
1961,0,0,0,47.4,0.1,0,0,0,0,0,0,0,0,0,0,0.1,0.9,0.2,0,0.7,0,4.8,0,0,1.7,0.1,0,0,0,0.4,0.1,0.3,11.6,0.1,0,0.1,0,0,0,0,0,0.1,0,0,0,0.4,0,0,0,0,0,0,0.1,0.3
1962,0,0,0.1,49.8,0.1,0,0,0,0,0,0,0,0,0,0,0.1,0.8,0.2,0,0.7,0,4.8,0,0,1.7,0.1,0.1,0,0,0.4,0,0.4,12.7,0.1,0,0.1,0,0,0,0,0,0.1,0,0,0,0.4,0,0,0,0,0,0,0.1,0.3
1963,0,0,0,51.9,0.1,0,0,0,0,0,0,0,0,0,0,0.1,0.5,0.2,0,0.8,0,4.8,0,0,2.3,0.1,0.1,0,0,0.3,0.1,0.7,13.8,0.1,0,0.2,0,0,0.1,0,0,0.1,0,0,0,0.4,0,0,0,0,0,0,0.1,0.3
1964,0,0,0,48.4,0.1,0,0,0,0,0,0,0,0,0,0,0.1,1,0.2,0,0.6,0,4.6,0,0,2.8,0.1,0.1,0.1,0,0.2,0.1,0.7,14.2,0.2,0,0.2,0,0,0.1,0,0,0.1,0,0,0,0.4,0,0,0,0,0,0,0.1,0.4
1965,0,0,0.1,49.8,0.1,0,0,0,0,0,0,0,0,0,0,0.1,0.6,0.2,0,0.7,0,4.6,0,0,3.1,0.1,0.1,0.1,0,0.2,0,0.4,14.8,0.2,0,0.2,0,0,0.1,0,0,0.1,0,0,0,0.4,0,0,0,0,0,0,0.1,0.3
1966,0,0,0,52.3,0.1,0,0,0,0,0,0,0,0,0,0,0.1,0.9,0.2,0,0.6,0,4.5,0,0,2.9,0.1,0.1,0.1,0,0.2,0,0.6,14.1,0.2,0,0.1,0,0,0.1,0,0,0.1,0,0,0,0.4,0,0,0,0,0,0,0.1,0.3
1967,0,0,0,54.3,0.2,0,0,0,0,0,0,0,0,0,0,0.1,0.9,0.2,0.1,0.6,0,4.4,0,0,2.7,0.1,0.2,0.1,0,0.2,0,0.8,14.3,0.3,0,0.1,0,0,0.1,0,0,0.1,0,0,0,0.4,0,0,0,0,0,0,0.1,0.3
1968,0,0,0,58.6,0.2,0,0,0,0.1,0,0,0,0,0,0,0.1,0.7,0.2,0.1,0.6,0,4.3,0,0,2.7,0.1,0.1,0.1,0,0.3,0,0.7,15,0.3,0,0.1,0,0,0.1,0,0,0.1,0,0,0,0.4,0,0,0,0,0,0,0.1,0.3
1969,0,0,0,58.1,0.2,0,0,0,0,0,0,0,0,0,0,0.1,0.9,0.2,0.1,0.6,0,4.3,0,0,1.7,0.1,0.1,0.1,0,0.2,0.1,0.6,15.8,0.3,0,0.1,0,0,0.1,0,0,0.1,0,0,0,0.4,0,0,0,0,0,0,0.1,0.3
1970,0,0,0,59.6,0.2,0,0,0,0.1,0,0,0,0,0,0,0.1,0.6,0.2,0.1,0.6,0,4.3,0,0,2.5,0.2,0.1,0.1,0,0.1,0,0.5,15.2,0.3,0,0.1,0,0,0.1,0,0,0.1,0,0,0,0.4,0,0,0,0,0,0,0.1,0.3
