year,alcoholic-beverages_beverages_alcoholic,alcoholic-beverages_beverages_fermented,alcoholic-beverages_grapes,animal-products_animal_products,fruits_apples,fruits_bananas_and_plantains,fruits_citrus_other,fruits_dates,fruits_fruits_other,fruits_grapefruit,fruits_lemons_and_limes,fruits_oranges_and_mandarines,fruits_pineapples,grains_barley,grains_cereals_other,grains_maize,grains_millets,grains_oats,grains_rice,grains_rye,grains_sorghum,grains_wheat,miscellaneous_miscellaneous,oils_coconuts,oils_cottonseed_oil,oils_groundnut,oils_oilcrops_other,oils_olives,oils_palm_oil,oils_rape_and_mustard,oils_sesame,oils_soybean,oils_sunflower,oils_treenuts,pulses_beans,pulses_peas,pulses_pulses_other,spices-and-stimulants_cloves,spices-and-stimulants_cocoa_beans,spices-and-stimulants_coffee,spices-and-stimulants_pepper,spices-and-stimulants_pimento,spices-and-stimulants_spices_other,spices-and-stimulants_tea,starchy-roots_cassava,starchy-roots_potatoes,starchy-roots_roots_other,starchy-roots_sweet_potatoes,starchy-roots_yams,sweeteners_sugar,sweeteners_sweeteners_other,vegetables_onions,vegetables_tomatoes,vegetables_vegetables_other
1961,0,0,1.5,25.3,0.1,0,0,0,0.4,0,0,0.1,0,0,2,2,0,0,0.8,3.3,0,42,0,0,0,0.2,0,0.1,0,0,0.2,0,0,0.8,1.7,0.1,3.6,0,0,0,0,0.1,0.7,0.1,0,1.7,0,0,0,0,0,0.5,0.8,2.8
1962,0,0,1.6,25,0.1,0,0,0,0.4,0,0,0.1,0,0,2.2,1.5,0,0,0.9,4.3,0,39.8,0,0,0,0.3,0,0,0,0,0.2,0,0,0.8,1.7,0.1,4,0,0,0,0,0.1,0.7,0.1,0,1.7,0,0,0,0,0,0.5,0.8,2.8
1963,0,0,1.2,25.1,0.1,0,0,0,0.4,0,0,0.1,0,0,2.4,2,0,0,0.7,4.9,0,38.8,0,0,0,0.3,0,0.1,0,0,0.2,0,0,0.8,2.1,0,3.6,0,0,0,0,0.1,1.3,0.1,0,1.8,0,0,0,0,0,0.6,0.8,2.9
1964,0,0,1.3,24.5,0.1,0,0,0,0.4,0,0,0.1,0,0,1.8,1.8,0,0,0.5,3.5,0,41.1,0,0,0,0.3,0,0.1,0,0,0.2,0,0,0.8,2.2,0.1,3.2,0,0,0,0,0.1,0.6,0.1,0,1.8,0,0,0,0,0,0.6,0.8,2.9
1965,0,0,1.4,24.3,0.1,0,0,0,0.3,0,0,0.1,0,0,1.7,1.6,0,0,0.6,3.5,0,42.5,0,0,0,0.4,0,0.1,0,0,0.2,0,0,0.7,2.1,0.1,3.2,0,0,0,0,0.1,0.4,0.1,0,1.8,0,0,0,0,0,0.5,0.9,2.9
1966,0,0,1.3,24.7,0.1,0,0,0,0.3,0,0,0.1,0,0,1.8,1.7,0,0,0.8,4.2,0,42.3,0,0,0,0.3,0,0.1,0,0,0.1,0,0,0.8,1.9,0.1,3.1,0,0,0,0,0.1,0.3,0.2,0,1.8,0,0,0,0,0,0.5,0.9,2.7
1967,0,0,1.5,25.2,0.1,0,0,0,0.4,0,0,0.2,0,0,1.7,1.7,0,0,0.6,4.5,0,41.4,0,0,0,0.3,0,0.1,0,0,0.2,0,0.1,0.8,2,0.1,3.4,0,0,0,0,0.1,0.2,0.1,0,1.8,0,0,0,0,0,0.6,0.8,2.7
1968,0,0,1.5,24.5,0.1,0,0,0,0.4,0,0,0.2,0,0,1.5,1.6,0,0,0.6,4,0,41.9,0,0,0,0.4,0,0.1,0,0,0.2,0,0.1,0.9,2,0.1,3.1,0,0,0,0,0.1,0.3,0.2,0,1.8,0,0,0,0,0,0.5,0.8,2.8
1969,0,0,1.4,25,0.1,0,0,0,0.3,0,0,0.2,0,0,1.6,1.6,0,0,0.6,3.9,0,43.3,0,0,0,0.4,0,0.1,0,0,0.2,0,0.1,0.7,2,0.1,3.6,0,0,0,0,0.1,0.2,0.2,0,1.9,0,0,0,0,0,0.6,0.9,3
1970,0,0,1.5,24.5,0.1,0,0,0,0.4,0,0,0.2,0,0,1.3,1.6,0,0,0.8,2.9,0,45.2,0,0,0,0.4,0,0.1,0,0,0.1,0,0,1,1.8,0.1,2.9,0,0,0,0,0.1,0.3,0.2,0,1.8,0,0,0,0,0,0.7,1.1,3.1
